+----------------------------+-------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------+-------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------------------------------------+
| Mod name                   | Registry name                                   | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                                                           |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       120 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       121 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       122 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       123 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       124 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       125 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       126 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       127 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       128 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       129 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       130 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       131 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       132 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       133 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       134 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       135 | Cat Statue                                           | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       136 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       137 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       138 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       139 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       140 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       141 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       142 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       143 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       144 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       145 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       146 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       147 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       148 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       149 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       150 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       151 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsmemorial                  |    1779 |     true |    6490 |       152 | Creeper Statue                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gspileofbones               |    1784 |     true |    6496 |         0 | Pile of Bones                                        | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gspileofbones               |    1784 |     true |    6496 |         4 | Pile of Bones with Skull                             | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gspileofbones               |    1784 |     true |    6496 |         8 | Pile of Bones with Skull Crawler                     | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsskullcandle               |    1791 |    false |    6502 |         0 | Skull Candle                                         | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsspawner                   |    1781 |     true |    6492 |         0 | Wither Spawner                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsspawner                   |    1781 |     true |    6492 |         1 | Skeleton Spawner                                     | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsspawner                   |    1781 |     true |    6492 |         2 | Zombie Spawner                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gsspawner                   |    1781 |     true |    6492 |         3 | Spider Spawner                                       | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gstrap                      |    1782 |     true |    6493 |         0 | Night Stone                                          | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:gstrap                      |    1782 |     true |    6493 |         1 | Thunder Stone                                        | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:skull_candle_wither         |    1793 |    false |    6504 |         0 | Wither Skull Candle                                  | true   |                                                                         |
| Gravestone mod - Extended  | gravestone-extended:skull_candle_zombie         |    1792 |    false |    6503 |         0 | Zombie Skull Candle                                  | true   |                                                                         |
| Ice and Fire               | iceandfire:ash                                  |    1816 |    false |    6861 |         0 | Ash                                                  | true   |                                                                         |
| Ice and Fire               | iceandfire:chared_cobblestone                   |    1813 |    false |    6858 |         0 | Charred Cobblestone                                  | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:chared_dirt                          |    1810 |    false |    6855 |         0 | Charred Dirt                                         | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:chared_grass                         |    1811 |    false |    6856 |         0 | Charred Grass                                        | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:chared_grass_path                    |    1815 |    false |    6860 |         0 | Charred Grass Path                                   | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:chared_gravel                        |    1814 |    false |    6859 |         0 | Charred Gravel                                       | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:chared_stone                         |    1812 |    false |    6857 |         0 | Charred Stone                                        | true   | charredBlock                                                            |
| Ice and Fire               | iceandfire:desert_myrmex_cocoon                 |    1851 |    false |    6896 |         0 | Desert Myrmex Cocoon                                 | true   |                                                                         |
| Ice and Fire               | iceandfire:dragon_bone_block                    |    1835 |    false |    6880 |         0 | Block of Dragon Bones                                | true   |                                                                         |
| Ice and Fire               | iceandfire:dragon_bone_wall                     |    1836 |    false |    6881 |         0 | Dragon Bone Wall                                     | true   |                                                                         |
| Ice and Fire               | iceandfire:dragon_ice                           |    1824 |    false |    6869 |         0 | Dragon Ice                                           | true   |                                                                         |
| Ice and Fire               | iceandfire:dragon_ice_spikes                    |    1825 |    false |    6870 |         0 | Dragon Ice Spikes                                    | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_fire_brick               |    1837 |    false |    6882 |         0 | Dragonforge Fire Brick                               | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_fire_core                |    1841 |    false |    6888 |         0 | Dragonforge Fire Core                                | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_fire_core_disabled       |    1843 |    false |    6886 |         0 | Dragonforge Fire Core                                | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_fire_input               |    1839 |    false |    6884 |         0 | Dragonforge Fire Aperture                            | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_ice_brick                |    1838 |    false |    6883 |         0 | Dragonforge Ice Brick                                | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_ice_core                 |    1842 |    false |    6889 |         0 | Dragonforge Ice Core                                 | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_ice_core_disabled        |    1844 |    false |    6887 |         0 | Dragonforge Ice Core                                 | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonforge_ice_input                |    1840 |    false |    6885 |         0 | Dragonforge Ice Aperture                             | true   |                                                                         |
| Ice and Fire               | iceandfire:dragonscale_blue                     |    1831 |    false |    6876 |         0 | Block of Dragon Scales                               | true   | iceDragonScaleBlock                                                     |
| Ice and Fire               | iceandfire:dragonscale_bronze                   |    1829 |    false |    6874 |         0 | Block of Dragon Scales                               | true   | fireDragonScaleBlock                                                    |
| Ice and Fire               | iceandfire:dragonscale_gray                     |    1830 |    false |    6875 |         0 | Block of Dragon Scales                               | true   | fireDragonScaleBlock                                                    |
| Ice and Fire               | iceandfire:dragonscale_green                    |    1828 |    false |    6873 |         0 | Block of Dragon Scales                               | true   | fireDragonScaleBlock                                                    |
| Ice and Fire               | iceandfire:dragonscale_red                      |    1827 |    false |    6872 |         0 | Block of Dragon Scales                               | true   | fireDragonScaleBlock                                                    |
| Ice and Fire               | iceandfire:dragonscale_sapphire                 |    1833 |    false |    6878 |         0 | Block of Dragon Scales                               | true   | iceDragonScaleBlock                                                     |
| Ice and Fire               | iceandfire:dragonscale_silver                   |    1834 |    false |    6879 |         0 | Block of Dragon Scales                               | true   | iceDragonScaleBlock                                                     |
| Ice and Fire               | iceandfire:dragonscale_white                    |    1832 |    false |    6877 |         0 | Block of Dragon Scales                               | true   | iceDragonScaleBlock                                                     |
| Ice and Fire               | iceandfire:dragonsteel_fire_block               |    1859 |    false |    6904 |         0 | Block of Fire Dragonsteel                            | true   | blockFireDragonsteel                                                    |
| Ice and Fire               | iceandfire:dragonsteel_ice_block                |    1860 |    false |    6905 |         0 | Block of Ice Dragonsteel                             | true   | blockIceDragonsteel                                                     |
| Ice and Fire               | iceandfire:egginice                             |    1845 |    false |    6890 |         0 | Frozen Dragon Egg                                    | true   |                                                                         |
| Ice and Fire               | iceandfire:fire_lily                            |    1802 |    false |    6847 |         0 | Fire Lily                                            | true   |                                                                         |
| Ice and Fire               | iceandfire:frost_lily                           |    1803 |    false |    6848 |         0 | Frost Lily                                           | true   |                                                                         |
| Ice and Fire               | iceandfire:frozen_cobblestone                   |    1820 |    false |    6865 |         0 | Frozen Cobblestone                                   | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:frozen_dirt                          |    1817 |    false |    6862 |         0 | Frozen Dirt                                          | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:frozen_grass                         |    1818 |    false |    6863 |         0 | Frozen Grass                                         | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:frozen_grass_path                    |    1822 |    false |    6867 |         0 | Frozen Grass Path                                    | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:frozen_gravel                        |    1821 |    false |    6866 |         0 | Frozen Gravel                                        | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:frozen_splinters                     |    1823 |    false |    6868 |         0 | Frozen Splinters                                     | true   |                                                                         |
| Ice and Fire               | iceandfire:frozen_stone                         |    1819 |    false |    6864 |         0 | Frozen Stone                                         | true   | frozenBlock                                                             |
| Ice and Fire               | iceandfire:goldpile                             |    1804 |    false |    6849 |         0 | Pile of Gold                                         | true   |                                                                         |
| Ice and Fire               | iceandfire:jar_empty                            |    1847 |    false |    6892 |         0 | Jar                                                  | true   |                                                                         |
| Ice and Fire               | iceandfire:jar_pixie                            |    1848 |    false |    6893 |         0 | Pixie Jar                                            | true   |                                                                         |
| Ice and Fire               | iceandfire:jungle_myrmex_cocoon                 |    1852 |    false |    6897 |         0 | Jungle Myrmex Cocoon                                 | true   |                                                                         |
| Ice and Fire               | iceandfire:lectern                              |    1800 |    false |    6845 |         0 | Lectern                                              | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_desert_biolight               |    1853 |    false |    6898 |         0 | Desert Myrmex Bioluminescence                        | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_desert_resin_block            |    1855 |    false |    6900 |         0 | Hardened Desert Myrmex Resin                         | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_desert_resin_glass            |    1857 |    false |    6902 |         0 | Desert Myrmex Resin Glass                            | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_jungle_biolight               |    1854 |    false |    6899 |         0 | Jungle Myrmex Bioluminescence                        | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_jungle_resin_block            |    1856 |    false |    6901 |         0 | Hardened Jungle Myrmex Resin                         | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_jungle_resin_glass            |    1858 |    false |    6903 |         0 | Jungle Myrmex Resin Glass                            | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_resin                         |    1849 |     true |    6894 |         0 | Desert Myrmex Resin                                  | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_resin                         |    1849 |     true |    6894 |         1 | Jungle Myrmex Resin                                  | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_resin_sticky                  |    1850 |     true |    6895 |         0 | Sticky Desert Myrmex Resin                           | true   |                                                                         |
| Ice and Fire               | iceandfire:myrmex_resin_sticky                  |    1850 |     true |    6895 |         1 | Sticky Jungle Myrmex Resin                           | true   |                                                                         |
| Ice and Fire               | iceandfire:nest                                 |    1826 |    false |    6871 |         0 | Dragon Nest                                          | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         0 | Brown Mushroom Pixie Hovel                           | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         1 | Red Mushroom Pixie Hovel                             | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         2 | Birch Pixie Hovel                                    | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         3 | Oak Pixie Hovel                                      | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         4 | Dark Oak Pixie Hovel                                 | true   |                                                                         |
| Ice and Fire               | iceandfire:pixie_house                          |    1846 |     true |    6891 |         5 | Spruce Pixie Hovel                                   | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         0 | Oak Podium                                           | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         1 | Spruce Podium                                        | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         2 | Birch Podium                                         | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         3 | Jungle Podium                                        | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         4 | Acacia Podium                                        | true   |                                                                         |
| Ice and Fire               | iceandfire:podium                               |    1801 |     true |    6846 |         5 | Dark Oak Podium                                      | true   |                                                                         |
| Ice and Fire               | iceandfire:sapphire_block                       |    1809 |    false |    6854 |         0 | Sapphire Block                                       | true   | blockSapphire                                                           |
| Ice and Fire               | iceandfire:sapphire_ore                         |    1807 |    false |    6852 |         0 | Sapphire Ore                                         | true   | oreSapphire                                                             |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_blue         |    1861 |    false |    6906 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_bronze       |    1862 |    false |    6907 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_deepblue     |    1863 |    false |    6908 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_green        |    1864 |    false |    6909 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_purple       |    1865 |    false |    6910 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_red          |    1866 |    false |    6911 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:sea_serpent_scale_block_teal         |    1867 |    false |    6912 |         0 | Block of Sea Serpent Scales                          | true   |                                                                         |
| Ice and Fire               | iceandfire:silver_block                         |    1808 |    false |    6853 |         0 | Silver Block                                         | true   | blockSilver                                                             |
| Ice and Fire               | iceandfire:silver_ore                           |    1806 |    false |    6851 |         0 | Silver Ore                                           | true   | oreSilver                                                               |
| Ice and Fire               | iceandfire:silverpile                           |    1805 |    false |    6850 |         0 | Pile of Silver                                       | true   |                                                                         |
| Just a Few More Ores       | earthenbounty:black_diamond_block               |    1877 |    false |    7201 |         0 | Block of Black Diamond                               | true   | blockBlackDiamond                                                       |
| Just a Few More Ores       | earthenbounty:black_diamond_ore                 |    1878 |    false |    7199 |         0 | Black Diamond Ore                                    | true   | oreBlackDiamond                                                         |
| Just a Few More Ores       | earthenbounty:bronze_block                      |    1870 |    false |    7189 |         0 | Block of Bronze                                      | true   | blockBronze,ironBlockReplacement                                        |
| Just a Few More Ores       | earthenbounty:copper_ore                        |    1868 |    false |    7185 |         0 | Copper Ore                                           | true   | oreCopper                                                               |
| Just a Few More Ores       | earthenbounty:mithril_block                     |    1871 |    false |    7192 |         0 | Block of Mithril                                     | true   | blockMithril,ironBlockReplacement                                       |
| Just a Few More Ores       | earthenbounty:mithril_ore                       |    1872 |    false |    7190 |         0 | Mithril Ore                                          | true   | oreMithril                                                              |
| Just a Few More Ores       | earthenbounty:platinum_block                    |    1873 |    false |    7195 |         0 | Block of Platinum                                    | true   | blockPlatinum                                                           |
| Just a Few More Ores       | earthenbounty:platinum_ore                      |    1874 |    false |    7193 |         0 | Platinum Ore                                         | true   | orePlatinum                                                             |
| Just a Few More Ores       | earthenbounty:salt_block                        |    1875 |    false |    7198 |         0 | Salt Cube                                            | true   | blockSalt                                                               |
| Just a Few More Ores       | earthenbounty:salt_ore                          |    1876 |    false |    7196 |         0 | Salt Ore                                             | true   | oreSalt                                                                 |
| Just a Few More Ores       | earthenbounty:sulfur_ore                        |    1879 |    false |    7236 |         0 | Sulfur Ore                                           | true   |                                                                         |
| Just a Few More Ores       | earthenbounty:tin_ore                           |    1869 |    false |    7186 |         0 | Tin Ore                                              | true   | oreTin                                                                  |
| Minecraft                  | minecraft:acacia_door                           |     196 |    false |         |           | Acacia Door                                          | true   |                                                                         |
| Minecraft                  | minecraft:acacia_fence                          |     192 |    false |     192 |         0 | Acacia Fence                                         | true   | fenceWood                                                               |
| Minecraft                  | minecraft:acacia_fence_gate                     |     187 |    false |     187 |         0 | Acacia Fence Gate                                    | true   | fenceGateWood                                                           |
| Minecraft                  | minecraft:acacia_stairs                         |     163 |    false |     163 |         0 | Acacia Wood Stairs                                   | true   | stairWood                                                               |
| Minecraft                  | minecraft:activator_rail                        |     157 |    false |     157 |         0 | Activator Rail                                       | true   |                                                                         |
| Minecraft                  | minecraft:air                                   |       0 |    false |         |           | Air                                                  | true   |                                                                         |
| Minecraft                  | minecraft:anvil                                 |     145 |     true |     145 |         0 | Anvil                                                | true   |                                                                         |
| Minecraft                  | minecraft:anvil                                 |     145 |     true |     145 |         1 | Slightly Damaged Anvil                               | true   |                                                                         |
| Minecraft                  | minecraft:anvil                                 |     145 |     true |     145 |         2 | Very Damaged Anvil                                   | true   |                                                                         |
| Minecraft                  | minecraft:barrier                               |     166 |    false |     166 |         0 | Warding Aura                                         | true   |                                                                         |
| Minecraft                  | minecraft:beacon                                |     138 |    false |     138 |         0 | Beacon                                               | true   |                                                                         |
| Minecraft                  | minecraft:bed                                   |      26 |    false |         |           | tile.bed.name                                        | true   |                                                                         |
| Minecraft                  | minecraft:bedrock                               |       7 |    false |       7 |         0 | Bedrock                                              | true   |                                                                         |
| Minecraft                  | minecraft:beetroots                             |     207 |    false |         |           | Beetroots                                            | true   |                                                                         |
| Minecraft                  | minecraft:birch_door                            |     194 |    false |         |           | Birch Door                                           | true   |                                                                         |
| Minecraft                  | minecraft:birch_fence                           |     189 |    false |     189 |         0 | Birch Fence                                          | true   | fenceWood                                                               |
| Minecraft                  | minecraft:birch_fence_gate                      |     184 |    false |     184 |         0 | Birch Fence Gate                                     | true   | fenceGateWood                                                           |
| Minecraft                  | minecraft:birch_stairs                          |     135 |    false |     135 |         0 | Birch Wood Stairs                                    | true   | stairWood                                                               |
| Minecraft                  | minecraft:black_glazed_terracotta               |     250 |    false |     250 |         0 | Black Glazed Terracotta                              | true   |                                                                         |
| Minecraft                  | minecraft:black_shulker_box                     |     234 |    false |     234 |         0 | Black Shulker Box                                    | true   |                                                                         |
| Minecraft                  | minecraft:blue_glazed_terracotta                |     246 |    false |     246 |         0 | Blue Glazed Terracotta                               | true   |                                                                         |
| Minecraft                  | minecraft:blue_shulker_box                      |     230 |    false |     230 |         0 | Blue Shulker Box                                     | true   |                                                                         |
| Minecraft                  | minecraft:bone_block                            |     216 |    false |     216 |         0 | Bone Block                                           | true   | blockBone                                                               |
| Minecraft                  | minecraft:bookshelf                             |      47 |    false |      47 |         0 | Bookshelf                                            | true   |                                                                         |
| Minecraft                  | minecraft:brewing_stand                         |     117 |    false |         |           | Brewing Stand                                        | true   |                                                                         |
| Minecraft                  | minecraft:brick_block                           |      45 |    false |      45 |         0 | Bricks                                               | true   |                                                                         |
| Minecraft                  | minecraft:brick_stairs                          |     108 |    false |     108 |         0 | Brick Stairs                                         | true   |                                                                         |
| Minecraft                  | minecraft:brown_glazed_terracotta               |     247 |    false |     247 |         0 | Brown Glazed Terracotta                              | true   |                                                                         |
| Minecraft                  | minecraft:brown_mushroom                        |      39 |    false |      39 |         0 | Mushroom                                             | true   | listAllmushroom,mushroomAny                                             |
| Minecraft                  | minecraft:brown_mushroom_block                  |      99 |    false |      99 |         0 | Mushroom                                             | true   |                                                                         |
| Minecraft                  | minecraft:brown_shulker_box                     |     231 |    false |     231 |         0 | Brown Shulker Box                                    | true   |                                                                         |
| Minecraft                  | minecraft:cactus                                |      81 |    false |      81 |         0 | Cactus                                               | true   | blockCactus                                                             |
| Minecraft                  | minecraft:cake                                  |      92 |    false |         |           | Cake                                                 | true   |                                                                         |
| Minecraft                  | minecraft:carpet                                |     171 |     true |     171 |         0 | White Carpet                                         | true   |                                                                         |
| Minecraft                  | minecraft:carpet                                |     171 |     true |     171 |         1 | Orange Carpet                                        | true   |                                                                         |
