+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                                         |
| of the Block class in question. The actual final values may be different                                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                                             |
+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| Mod name                   | Registry name                                   |                                   Hardness |                                 Resistance |
| Pam's HarvestCraft         | harvestcraft:pamwalnut                          |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pamwaterchestnutcrop               |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pamwhitemushroomcrop               |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pamwintersquashcrop                |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pamzucchinicrop                    |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:papaya_sapling                     |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:paperbark_sapling                  |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:passionfruit_sapling               |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pavlovacake                        |                                       0.50 |                                       2.50 |
| Pam's HarvestCraft         | harvestcraft:pawpaw_sapling                     |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:peach_sapling                      |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pear_sapling                       |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pecan_sapling                      |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:peppercorn_sapling                 |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:persimmon_sapling                  |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pineappleupsidedowncake            |                                       0.50 |                                       2.50 |
| Pam's HarvestCraft         | harvestcraft:pistachio_sapling                  |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:plum_sapling                       |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pomegranate_sapling                |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:pressedwax                         |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:presser                            |                                       1.00 |                                       5.00 |
| Pam's HarvestCraft         | harvestcraft:pumpkincheesecake                  |                                       0.50 |                                       2.50 |
| Pam's HarvestCraft         | harvestcraft:rambutan_sapling                   |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:redvelvetcake                      |                                       0.50 |                                       2.50 |
| Pam's HarvestCraft         | harvestcraft:shadedgarden                       |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:shippingbin                        |                                       1.00 |                                       5.00 |
| Pam's HarvestCraft         | harvestcraft:soggygarden                        |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:soursop_sapling                    |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:spiderweb_sapling                  |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:starfruit_sapling                  |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:tamarind_sapling                   |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:tropicalgarden                     |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:vanillabean_sapling                |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:walnut_sapling                     |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:waterfilter                        |                                       1.00 |                                       5.00 |
| Pam's HarvestCraft         | harvestcraft:watertrap                          |                                       1.00 |                                       5.00 |
| Pam's HarvestCraft         | harvestcraft:waxcomb                            |                                       0.00 |                                       0.00 |
| Pam's HarvestCraft         | harvestcraft:well                               |                                       1.00 |                                       5.00 |
| Pam's HarvestCraft         | harvestcraft:windygarden                        |                                       0.00 |                                       0.00 |
| Prefab                     | prefab:block_andesite_slab                      |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_andesite_stairs                    |                                       1.50 |                                      30.00 |
| Prefab                     | prefab:block_boundary                           |                                       0.60 |                                       3.00 |
| Prefab                     | prefab:block_compressed_obsidian                |                                      50.00 |                                    6000.00 |
| Prefab                     | prefab:block_compressed_stone                   |                                       1.50 |                                      30.00 |
| Prefab                     | prefab:block_diorite_slab                       |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_diorite_stairs                     |                                       1.50 |                                      30.00 |
| Prefab                     | prefab:block_glass_slab                         |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_glass_stairs                       |                                       0.30 |                                       1.50 |
| Prefab                     | prefab:block_granite_slab                       |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_granite_stairs                     |                                       1.50 |                                      30.00 |
| Prefab                     | prefab:block_half_andesite_slab                 |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_half_diorite_slab                  |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_half_glass_slab                    |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_half_granite_slab                  |                                       0.50 |                                       2.50 |
| Prefab                     | prefab:block_paper_lantern                      |                                       0.60 |                                       3.00 |
| Prefab                     | prefab:block_phasing                            |                                       0.60 |                                       3.00 |
| Quality Tools              | qualitytools:reforging_station                  |                                       5.00 |                                    6000.00 |
| Quark                      | quark:andesite_speleothem                       |                                       1.50 |                                       7.50 |
| Quark                      | quark:bark                                      |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_acacia_slab                          |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_acacia_slab_double                   |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_acacia_stairs                        |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_acacia_wall                          |                                       0.00 |                                       0.00 |
| Quark                      | quark:bark_birch_slab                           |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_birch_slab_double                    |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_birch_stairs                         |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_birch_wall                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:bark_dark_oak_slab                        |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_dark_oak_slab_double                 |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_dark_oak_stairs                      |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_dark_oak_wall                        |                                       0.00 |                                       0.00 |
| Quark                      | quark:bark_jungle_slab                          |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_jungle_slab_double                   |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_jungle_stairs                        |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_jungle_wall                          |                                       0.00 |                                       0.00 |
| Quark                      | quark:bark_oak_slab                             |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_oak_slab_double                      |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_oak_stairs                           |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_oak_wall                             |                                       0.00 |                                       0.00 |
| Quark                      | quark:bark_spruce_slab                          |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_spruce_slab_double                   |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_spruce_stairs                        |                                       2.00 |                                      10.00 |
| Quark                      | quark:bark_spruce_wall                          |                                       0.00 |                                       0.00 |
| Quark                      | quark:biome_brick                               |                                       1.50 |                                      30.00 |
| Quark                      | quark:biome_cobblestone                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:black_ash                                 |                                       0.00 |                                       0.00 |
| Quark                      | quark:blaze_lantern                             |                                       0.30 |                                       1.50 |
| Quark                      | quark:blaze_rod                                 |                                       5.00 |                                      30.00 |
| Quark                      | quark:brick_wall                                |                                       0.00 |                                       0.00 |
| Quark                      | quark:candle                                    |                                       0.20 |                                       1.00 |
| Quark                      | quark:carved_wood                               |                                       2.00 |                                      15.00 |
| Quark                      | quark:charcoal_block                            |                                       5.00 |                                      30.00 |
| Quark                      | quark:charred_nether_brick_slab                 |                                       2.00 |                                      30.00 |
| Quark                      | quark:charred_nether_brick_slab_double          |                                       2.00 |                                      30.00 |
| Quark                      | quark:charred_nether_brick_stairs               |                                       2.00 |                                      30.00 |
| Quark                      | quark:charred_nether_bricks                     |                                       2.00 |                                      30.00 |
| Quark                      | quark:cobbed_stone_slab                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:cobbed_stone_slab_double                  |                                       1.50 |                                      30.00 |
| Quark                      | quark:cobbed_stone_stairs                       |                                       1.50 |                                      30.00 |
| Quark                      | quark:cobbed_stone_wall                         |                                       0.00 |                                       0.00 |
| Quark                      | quark:cobblestone_mossy_slab                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:cobblestone_mossy_slab_double             |                                       0.00 |                                       0.00 |
| Quark                      | quark:cobblestone_mossy_stairs                  |                                       2.00 |                                      30.00 |
| Quark                      | quark:colored_flowerpot_black                   |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_blue                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_brown                   |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_cyan                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_gray                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_green                   |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_light_blue              |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_lime                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_magenta                 |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_orange                  |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_pink                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_purple                  |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_red                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_silver                  |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_white                   |                                       0.00 |                                       0.00 |
| Quark                      | quark:colored_flowerpot_yellow                  |                                       0.00 |                                       0.00 |
| Quark                      | quark:crystal                                   |                                       0.30 |                                       1.50 |
| Quark                      | quark:crystal_pane                              |                                       3.00 |                                      15.00 |
| Quark                      | quark:dark_prismarine_wall                      |                                       0.00 |                                       0.00 |
| Quark                      | quark:diorite_speleothem                        |                                       1.50 |                                       7.50 |
| Quark                      | quark:duskbound_block                           |                                       1.50 |                                      30.00 |
| Quark                      | quark:duskbound_block_slab                      |                                       1.50 |                                      30.00 |
| Quark                      | quark:duskbound_block_slab_double               |                                       1.50 |                                      30.00 |
| Quark                      | quark:duskbound_block_stairs                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:duskbound_block_wall                      |                                       0.00 |                                       0.00 |
| Quark                      | quark:duskbound_lantern                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine                          |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_bricks_slab              |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_bricks_slab_double       |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_bricks_stairs            |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_bricks_wall              |                                       0.00 |                                       0.00 |
| Quark                      | quark:elder_prismarine_dark_slab                |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_dark_slab_double         |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_dark_stairs              |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_dark_wall                |                                       0.00 |                                       0.00 |
| Quark                      | quark:elder_prismarine_slab                     |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_slab_double              |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_stairs                   |                                       1.50 |                                      30.00 |
| Quark                      | quark:elder_prismarine_wall                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:elder_sea_lantern                         |                                       0.30 |                                       1.50 |
| Quark                      | quark:end_bricks_slab                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:end_bricks_slab_double                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:end_bricks_stairs                         |                                       0.80 |                                       4.00 |
| Quark                      | quark:end_bricks_wall                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:fire_stone_brick_slab                     |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_brick_slab_double              |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_brick_stairs                   |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_brick_wall                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:fire_stone_slab                           |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_slab_double                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_stairs                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:fire_stone_wall                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:framed_glass                              |                                       3.00 |                                      30.00 |
| Quark                      | quark:framed_glass_pane                         |                                       3.00 |                                      30.00 |
| Quark                      | quark:glowcelium                                |                                       0.20 |                                       1.00 |
| Quark                      | quark:glowshroom                                |                                       0.00 |                                       0.00 |
| Quark                      | quark:glowshroom_block                          |                                       0.20 |                                       1.00 |
| Quark                      | quark:glowstone_dust_block                      |                                       0.00 |                                       0.00 |
| Quark                      | quark:granite_speleothem                        |                                       1.50 |                                       7.50 |
| Quark                      | quark:grate                                     |                                       5.00 |                                      30.00 |
| Quark                      | quark:gunpowder_block                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:hardened_clay_tiles                       |                                       1.25 |                                      21.00 |
| Quark                      | quark:hardened_clay_tiles_slab                  |                                       1.25 |                                      21.00 |
| Quark                      | quark:hardened_clay_tiles_slab_double           |                                       1.25 |                                      21.00 |
| Quark                      | quark:hardened_clay_tiles_stairs                |                                       1.25 |                                      21.00 |
| Quark                      | quark:icy_stone_brick_slab                      |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_brick_slab_double               |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_brick_stairs                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_brick_wall                      |                                       0.00 |                                       0.00 |
| Quark                      | quark:icy_stone_slab                            |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_slab_double                     |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_stairs                          |                                       1.50 |                                      30.00 |
| Quark                      | quark:icy_stone_wall                            |                                       0.00 |                                       0.00 |
| Quark                      | quark:iron_ladder                               |                                       0.80 |                                       4.00 |
| Quark                      | quark:iron_plate                                |                                       5.00 |                                      30.00 |
| Quark                      | quark:iron_plate_slab                           |                                       5.00 |                                      30.00 |
| Quark                      | quark:iron_plate_slab_double                    |                                       5.00 |                                      30.00 |
| Quark                      | quark:iron_plate_stairs                         |                                       5.00 |                                      30.00 |
| Quark                      | quark:jasper                                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:jasper_speleothem                         |                                       1.50 |                                       7.50 |
| Quark                      | quark:jasper_wall                               |                                       0.00 |                                       0.00 |
| Quark                      | quark:leaf_carpet                               |                                       0.20 |                                       1.00 |
| Quark                      | quark:limestone                                 |                                       1.50 |                                      30.00 |
| Quark                      | quark:limestone_speleothem                      |                                       1.50 |                                       7.50 |
| Quark                      | quark:limestone_wall                            |                                       0.00 |                                       0.00 |
| Quark                      | quark:lit_lamp                                  |                                       0.30 |                                       1.50 |
| Quark                      | quark:magma_bricks                              |                                       1.50 |                                      30.00 |
| Quark                      | quark:magma_bricks_slab                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:magma_bricks_slab_double                  |                                       1.50 |                                      30.00 |
| Quark                      | quark:magma_bricks_stairs                       |                                       1.50 |                                      30.00 |
| Quark                      | quark:marble                                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:marble_speleothem                         |                                       1.50 |                                       7.50 |
| Quark                      | quark:marble_wall                               |                                       0.00 |                                       0.00 |
| Quark                      | quark:monster_box                               |                                      25.00 |                                     125.00 |
| Quark                      | quark:nether_brick_fence_gate                   |                                       2.00 |                                      30.00 |
| Quark                      | quark:netherrack_speleothem                     |                                       0.40 |                                       7.50 |
| Quark                      | quark:obsidian_pressure_plate                   |                                      50.00 |                                    6000.00 |
| Quark                      | quark:paper_lantern                             |                                       1.50 |                                       7.50 |
| Quark                      | quark:paper_wall                                |                                       1.50 |                                       7.50 |
| Quark                      | quark:paper_wall_big                            |                                       1.50 |                                       7.50 |
| Quark                      | quark:paper_wall_sakura                         |                                       1.50 |                                       7.50 |
| Quark                      | quark:polished_netherrack                       |                                       1.50 |                                      30.00 |
| Quark                      | quark:polished_netherrack_bricks_slab           |                                       1.50 |                                      30.00 |
| Quark                      | quark:polished_netherrack_bricks_slab_double    |                                       1.50 |                                      30.00 |
| Quark                      | quark:polished_netherrack_bricks_stairs         |                                       1.50 |                                      30.00 |
| Quark                      | quark:polished_netherrack_bricks_wall           |                                       0.00 |                                       0.00 |
| Quark                      | quark:polished_stone                            |                                       1.50 |                                      30.00 |
| Quark                      | quark:prismarine_bricks_slab                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_bricks_slab_double             |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_bricks_stairs                  |                                       1.50 |                                      30.00 |
| Quark                      | quark:prismarine_bricks_wall                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_dark_slab                      |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_dark_slab_double               |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_dark_stairs                    |                                       1.50 |                                      30.00 |
| Quark                      | quark:prismarine_rough_wall                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_slab                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_slab_double                    |                                       0.00 |                                       0.00 |
| Quark                      | quark:prismarine_stairs                         |                                       1.50 |                                      30.00 |
| Quark                      | quark:purpur_block_wall                         |                                       0.00 |                                       0.00 |
| Quark                      | quark:quartz_wall                               |                                       0.00 |                                       0.00 |
| Quark                      | quark:quilted_wool                              |                                       0.80 |                                       4.00 |
| Quark                      | quark:rain_detector                             |                                       1.50 |                                       7.50 |
| Quark                      | quark:red_nether_brick_slab                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_nether_brick_slab_double              |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_nether_brick_stairs                   |                                       2.00 |                                      30.00 |
| Quark                      | quark:red_sandstone_bricks_slab                 |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_sandstone_bricks_slab_double          |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_sandstone_bricks_stairs               |                                       0.80 |                                       4.00 |
| Quark                      | quark:red_sandstone_smooth_slab                 |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_sandstone_smooth_slab_double          |                                       0.00 |                                       0.00 |
| Quark                      | quark:red_sandstone_wall                        |                                       0.00 |                                       0.00 |
| Quark                      | quark:redstone_inductor                         |                                       0.00 |                                       0.00 |
| Quark                      | quark:redstone_randomizer                       |                                       0.00 |                                       0.00 |
| Quark                      | quark:reed_block                                |                                       0.50 |                                       2.50 |
| Quark                      | quark:reed_block_slab                           |                                       0.50 |                                       2.50 |
| Quark                      | quark:reed_block_slab_double                    |                                       0.50 |                                       2.50 |
| Quark                      | quark:reed_block_stairs                         |                                       0.50 |                                       2.50 |
| Quark                      | quark:reed_block_wall                           |                                       0.00 |                                       0.00 |
| Quark                      | quark:roots                                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:roots_black_flower                        |                                       0.00 |                                       0.00 |
| Quark                      | quark:roots_blue_flower                         |                                       0.00 |                                       0.00 |
| Quark                      | quark:roots_white_flower                        |                                       0.00 |                                       0.00 |
| Quark                      | quark:rope                                      |                                       0.50 |                                       2.50 |
| Quark                      | quark:sandstone_bricks_slab                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:sandstone_bricks_slab_double              |                                       0.00 |                                       0.00 |
| Quark                      | quark:sandstone_bricks_stairs                   |                                       0.80 |                                       4.00 |
| Quark                      | quark:sandstone_new                             |                                       0.80 |                                       4.00 |
| Quark                      | quark:sandstone_smooth_slab                     |                                       0.00 |                                       0.00 |
| Quark                      | quark:sandstone_smooth_slab_double              |                                       0.00 |                                       0.00 |
| Quark                      | quark:sandstone_wall                            |                                       0.00 |                                       0.00 |
| Quark                      | quark:sandy_bricks                              |                                       2.00 |                                      30.00 |
| Quark                      | quark:sandy_bricks_slab                         |                                       2.00 |                                      30.00 |
| Quark                      | quark:sandy_bricks_slab_double                  |                                       2.00 |                                      30.00 |
| Quark                      | quark:sandy_bricks_stairs                       |                                       2.00 |                                      30.00 |
| Quark                      | quark:sandy_bricks_wall                         |                                       0.00 |                                       0.00 |
| Quark                      | quark:slate                                     |                                       1.50 |                                      30.00 |
| Quark                      | quark:slate_speleothem                          |                                       1.50 |                                       7.50 |
| Quark                      | quark:slate_wall                                |                                       0.00 |                                       0.00 |
| Quark                      | quark:smoker                                    |                                       0.40 |                                       2.00 |
| Quark                      | quark:snow_bricks                               |                                       0.20 |                                       1.00 |
| Quark                      | quark:snow_bricks_slab                          |                                       0.20 |                                       1.00 |
