+--------------------------------------------------------+------+
| Registry name                                          |   ID |
| minecraft:entity.wolf.growl                            |  473 |
| minecraft:entity.wolf.howl                             |  474 |
| minecraft:entity.wolf.hurt                             |  475 |
| minecraft:entity.wolf.pant                             |  476 |
| minecraft:entity.wolf.shake                            |  477 |
| minecraft:entity.wolf.step                             |  478 |
| minecraft:entity.wolf.whine                            |  479 |
| minecraft:entity.zombie.ambient                        |  480 |
| minecraft:entity.zombie.attack_door_wood               |  481 |
| minecraft:entity.zombie.attack_iron_door               |  482 |
| minecraft:entity.zombie.break_door_wood                |  483 |
| minecraft:entity.zombie.death                          |  484 |
| minecraft:entity.zombie.hurt                           |  485 |
| minecraft:entity.zombie.infect                         |  486 |
| minecraft:entity.zombie.step                           |  487 |
| minecraft:entity.zombie_horse.ambient                  |  488 |
| minecraft:entity.zombie_horse.death                    |  489 |
| minecraft:entity.zombie_horse.hurt                     |  490 |
| minecraft:entity.zombie_pig.ambient                    |  491 |
| minecraft:entity.zombie_pig.angry                      |  492 |
| minecraft:entity.zombie_pig.death                      |  493 |
| minecraft:entity.zombie_pig.hurt                       |  494 |
| minecraft:entity.zombie_villager.ambient               |  495 |
| minecraft:entity.zombie_villager.converted             |  496 |
| minecraft:entity.zombie_villager.cure                  |  497 |
| minecraft:entity.zombie_villager.death                 |  498 |
| minecraft:entity.zombie_villager.hurt                  |  499 |
| minecraft:entity.zombie_villager.step                  |  500 |
| minecraft:item.armor.equip_chain                       |  501 |
| minecraft:item.armor.equip_diamond                     |  502 |
| minecraft:item.armor.equip_elytra                      |  503 |
| minecraft:item.armor.equip_generic                     |  504 |
| minecraft:item.armor.equip_gold                        |  505 |
| minecraft:item.armor.equip_iron                        |  506 |
| minecraft:item.armor.equip_leather                     |  507 |
| minecraft:item.bottle.empty                            |  508 |
| minecraft:item.bottle.fill                             |  509 |
| minecraft:item.bottle.fill_dragonbreath                |  510 |
| minecraft:item.bucket.empty                            |  511 |
| minecraft:item.bucket.empty_lava                       |  512 |
| minecraft:item.bucket.fill                             |  513 |
| minecraft:item.bucket.fill_lava                        |  514 |
| minecraft:item.chorus_fruit.teleport                   |  515 |
| minecraft:item.elytra.flying                           |  516 |
| minecraft:item.firecharge.use                          |  517 |
| minecraft:item.flintandsteel.use                       |  518 |
| minecraft:item.hoe.till                                |  519 |
| minecraft:item.shield.block                            |  520 |
| minecraft:item.shield.break                            |  521 |
| minecraft:item.shovel.flatten                          |  522 |
| minecraft:item.totem.use                               |  523 |
| minecraft:music.creative                               |  524 |
| minecraft:music.credits                                |  525 |
| minecraft:music.dragon                                 |  526 |
| minecraft:music.end                                    |  527 |
| minecraft:music.game                                   |  528 |
| minecraft:music.menu                                   |  529 |
| minecraft:music.nether                                 |  530 |
| minecraft:record.11                                    |  531 |
| minecraft:record.13                                    |  532 |
| minecraft:record.blocks                                |  533 |
| minecraft:record.cat                                   |  534 |
| minecraft:record.chirp                                 |  535 |
| minecraft:record.far                                   |  536 |
| minecraft:record.mall                                  |  537 |
| minecraft:record.mellohi                               |  538 |
| minecraft:record.stal                                  |  539 |
| minecraft:record.strad                                 |  540 |
| minecraft:record.wait                                  |  541 |
| minecraft:record.ward                                  |  542 |
| minecraft:ui.button.click                              |  543 |
| minecraft:ui.toast.challenge_complete                  |  546 |
| minecraft:ui.toast.in                                  |  544 |
| minecraft:ui.toast.out                                 |  545 |
| minecraft:weather.rain                                 |  547 |
| minecraft:weather.rain.above                           |  548 |
| notreepunching:knapping                                | 1208 |
| patchouli:book_flip                                    | 1310 |
| patchouli:book_open                                    | 1309 |
| quark:block.monster_box.growl                          |  574 |
| quark:block.pipe.pickup                                |  568 |
| quark:block.pipe.pickup.lenny                          |  570 |
| quark:block.pipe.shoot                                 |  567 |
| quark:block.pipe.shoot.lenny                           |  569 |
| quark:block.sponge.hiss                                |  571 |
| quark:block.tiny_potato.shia_labeouf                   |  592 |
| quark:entity.boat.add_item                             |  572 |
| quark:entity.frog.die                                  |  585 |
| quark:entity.frog.hurt                                 |  584 |
| quark:entity.frog.idle                                 |  586 |
| quark:entity.frog.jump                                 |  587 |
| quark:entity.frog.wednesday                            |  583 |
| quark:entity.pickarang.clank                           |  589 |
| quark:entity.pickarang.pickup                          |  590 |
| quark:entity.pickarang.throw                           |  588 |
| quark:entity.stoneling.cry                             |  581 |
| quark:entity.stoneling.die                             |  580 |
| quark:entity.stoneling.eat                             |  579 |
| quark:entity.stoneling.give                            |  577 |
| quark:entity.stoneling.meep                            |  575 |
| quark:entity.stoneling.michael                         |  582 |
| quark:entity.stoneling.purr                            |  576 |
| quark:entity.stoneling.take                            |  578 |
| quark:item.horse_whistle.blow                          |  591 |
| quark:item.soul_bead.curse                             |  573 |
| quark:item.soul_powder.spawn                           |  566 |
| randomthings:time                                      |  565 |
| rats:black_death_die                                   | 1234 |
| rats:black_death_hurt                                  | 1233 |
| rats:black_death_idle                                  | 1232 |
| rats:living_mice                                       | 1231 |
| rats:mice_on_venus                                     | 1230 |
| rats:neoratlantean_die                                 | 1227 |
| rats:neoratlantean_hurt                                | 1226 |
| rats:neoratlantean_idle                                | 1225 |
| rats:neoratlantean_loop                                | 1228 |
| rats:neoratlantean_summon                              | 1229 |
| rats:piper_loop                                        | 1217 |
| rats:potion_effect_begin                               | 1209 |
| rats:potion_effect_end                                 | 1210 |
| rats:rat_die                                           | 1213 |
| rats:rat_dig                                           | 1214 |
| rats:rat_flute                                         | 1216 |
| rats:rat_hurt                                          | 1212 |
| rats:rat_idle                                          | 1211 |
| rats:rat_laser                                         | 1218 |
| rats:rat_plague                                        | 1215 |
| rats:rat_poop                                          | 1235 |
| rats:rat_santa                                         | 1236 |
| rats:ratlantean_automaton_die                          | 1224 |
| rats:ratlantean_automaton_hurt                         | 1223 |
| rats:ratlantean_automaton_idle                         | 1222 |
| rats:ratlantean_spirit_die                             | 1221 |
| rats:ratlantean_spirit_hurt                            | 1220 |
| rats:ratlantean_spirit_idle                            | 1219 |
| reborncore:block_dismantle                             | 1207 |
| scalinghealth:cursed_heart_use                         | 1237 |
| scalinghealth:enchanted_heart_use                      | 1238 |
| scalinghealth:heart_container_use                      | 1239 |
| scalinghealth:player_died                              | 1240 |
| somanyenchantments:attack_crit_hit                     | 1241 |
| somanyenchantments:attack_culling_failed               | 1243 |
| somanyenchantments:attack_culling_finished             | 1242 |
| somanyenchantments:attack_wateraspect_hit              | 1244 |
| spartanweaponry:boomerang_flight                       | 1250 |
| spartanweaponry:boomerang_throw                        | 1249 |
| spartanweaponry:crossbow_fire                          | 1246 |
| spartanweaponry:crossbow_load                          | 1245 |
| spartanweaponry:throwing_weapon_hit                    | 1248 |
| spartanweaponry:throwing_weapon_throw                  | 1247 |
| tconstruct:charged                                     |  731 |
| tconstruct:crossbow_reload                             |  735 |
| tconstruct:discharge                                   |  732 |
| tconstruct:frypan_hit                                  |  728 |
| tconstruct:little_saw                                  |  727 |
| tconstruct:slimesling                                  |  730 |
| tconstruct:stone_hit                                   |  733 |
| tconstruct:toy_squeak                                  |  729 |
| tconstruct:wood_hit                                    |  734 |
| thaumcraft:brain                                       |  623 |
| thaumcraft:bubble                                      |  606 |
| thaumcraft:chant                                       |  662 |
| thaumcraft:clack                                       |  615 |
| thaumcraft:coins                                       |  663 |
| thaumcraft:crabclaw                                    |  659 |
| thaumcraft:crabdeath                                   |  660 |
| thaumcraft:crabtalk                                    |  661 |
| thaumcraft:craftfail                                   |  641 |
| thaumcraft:craftstart                                  |  643 |
| thaumcraft:creak                                       |  607 |
| thaumcraft:crystal                                     |  624 |
| thaumcraft:dust                                        |  667 |
| thaumcraft:egattack                                    |  656 |
| thaumcraft:egdeath                                     |  657 |
| thaumcraft:egidle                                      |  655 |
| thaumcraft:egscreech                                   |  658 |
| thaumcraft:erase                                       |  622 |
| thaumcraft:evilportal                                  |  665 |
| thaumcraft:fly                                         |  612 |
| thaumcraft:gore                                        |  648 |
| thaumcraft:grind                                       |  666 |
| thaumcraft:heartbeat                                   |  604 |
| thaumcraft:hhoff                                       |  632 |
| thaumcraft:hhon                                        |  633 |
| thaumcraft:ice                                         |  630 |
| thaumcraft:infuser                                     |  653 |
| thaumcraft:infuserstart                                |  654 |
| thaumcraft:jacobs                                      |  631 |
| thaumcraft:jar                                         |  609 |
| thaumcraft:key                                         |  613 |
| thaumcraft:learn                                       |  620 |
| thaumcraft:monolith                                    |  652 |
| thaumcraft:page                                        |  618 |
| thaumcraft:pageturn                                    |  619 |
| thaumcraft:pech_charge                                 |  639 |
| thaumcraft:pech_death                                  |  638 |
| thaumcraft:pech_dice                                   |  636 |
| thaumcraft:pech_hit                                    |  637 |
| thaumcraft:pech_idle                                   |  634 |
| thaumcraft:pech_trade                                  |  635 |
| thaumcraft:poof                                        |  617 |
| thaumcraft:pump                                        |  616 |
| thaumcraft:rumble                                      |  629 |
| thaumcraft:runicshieldcharge                           |  645 |
| thaumcraft:runicshieldeffect                           |  644 |
| thaumcraft:scan                                        |  642 |
| thaumcraft:shock                                       |  640 |
| thaumcraft:spill                                       |  605 |
| thaumcraft:squeek                                      |  608 |
| thaumcraft:swarm                                       |  610 |
| thaumcraft:swarmattack                                 |  611 |
| thaumcraft:tentacle                                    |  649 |
| thaumcraft:ticks                                       |  614 |
| thaumcraft:tool                                        |  647 |
| thaumcraft:upgrade                                     |  650 |
| thaumcraft:urnbreak                                    |  664 |
| thaumcraft:wand                                        |  627 |
| thaumcraft:wandfail                                    |  628 |
| thaumcraft:whispers                                    |  651 |
| thaumcraft:wind                                        |  646 |
| thaumcraft:wispdead                                    |  625 |
| thaumcraft:wisplive                                    |  626 |
| thaumcraft:write                                       |  621 |
| thaumcraft:zap                                         |  603 |
| trumpetskeleton:entity.parrot.imitate.trumpet_skeleton | 1313 |
| trumpetskeleton:entity.trumpet_skeleton.ambient        | 1311 |
| trumpetskeleton:item.trumpet.use                       | 1312 |
| twilightforest:mob.alphayeti.alert                     |  705 |
| twilightforest:mob.alphayeti.die                       |  706 |
| twilightforest:mob.alphayeti.grab                      |  707 |
| twilightforest:mob.alphayeti.growl                     |  708 |
| twilightforest:mob.alphayeti.hurt                      |  709 |
| twilightforest:mob.alphayeti.pant                      |  710 |
| twilightforest:mob.alphayeti.parrot                    |  713 |
| twilightforest:mob.alphayeti.roar                      |  711 |
| twilightforest:mob.alphayeti.throw                     |  712 |
| twilightforest:mob.cicada                              |  672 |
| twilightforest:mob.deer.death                          |  714 |
| twilightforest:mob.deer.hurt                           |  715 |
| twilightforest:mob.deer.idle                           |  716 |
| twilightforest:mob.hydra.death                         |  692 |
| twilightforest:mob.hydra.growl                         |  693 |
| twilightforest:mob.hydra.hurt                          |  694 |
| twilightforest:mob.hydra.parrot                        |  697 |
| twilightforest:mob.hydra.roar                          |  695 |
| twilightforest:mob.hydra.warn                          |  696 |
| twilightforest:mob.ice.death                           |  701 |
| twilightforest:mob.ice.hurt                            |  702 |
| twilightforest:mob.ice.noise                           |  700 |
| twilightforest:mob.ice.parrot                          |  703 |
| twilightforest:mob.kobold.die                          |  668 |
| twilightforest:mob.kobold.hurt                         |  670 |
| twilightforest:mob.kobold.kobold                       |  669 |
| twilightforest:mob.kobold.parrot                       |  671 |
| twilightforest:mob.minotaur.parrot                     |  704 |
| twilightforest:mob.mistwolf.hurt                       |  718 |
| twilightforest:mob.mistwolf.idle                       |  719 |
| twilightforest:mob.mistwolf.parrot                     |  720 |
| twilightforest:mob.mistwolf.target                     |  717 |
| twilightforest:mob.mosquito.mosquito                   |  698 |
| twilightforest:mob.mosquito.parrot                     |  699 |
| twilightforest:mob.naga.hiss                           |  673 |
| twilightforest:mob.naga.hurt                           |  674 |
| twilightforest:mob.naga.parrot                         |  676 |
| twilightforest:mob.naga.rattle                         |  675 |
| twilightforest:mob.raven.caw                           |  677 |
| twilightforest:mob.raven.squawk                        |  678 |
| twilightforest:mob.redcap.die                          |  679 |
| twilightforest:mob.redcap.hurt                         |  681 |
| twilightforest:mob.redcap.parrot                       |  682 |
| twilightforest:mob.redcap.redcap                       |  680 |
| twilightforest:mob.tinybird.chirp                      |  683 |
| twilightforest:mob.tinybird.hurt                       |  684 |
| twilightforest:mob.tinybird.song                       |  685 |
| twilightforest:mob.tome.death                          |  721 |
| twilightforest:mob.tome.hurt                           |  722 |
| twilightforest:mob.tome.idle                           |  723 |
| twilightforest:mob.tome.parrot                         |  724 |
| twilightforest:mob.urghast.trapactive                  |  686 |
| twilightforest:mob.urghast.trapon                      |  687 |
| twilightforest:mob.urghast.trapspindown                |  688 |
| twilightforest:mob.urghast.trapwarmup                  |  689 |
| twilightforest:mob.wraith.parrot                       |  691 |
| twilightforest:mob.wraith.wraith                       |  690 |
| twilightforest:music.bg                                |  726 |
| twilightforest:random.slider                           |  725 |
| variedcommodities:gun.ak47.load                        | 1317 |
| variedcommodities:gun.empty                            | 1316 |
| variedcommodities:gun.pistol.shot                      | 1314 |
| variedcommodities:gun.pistol.trigger                   | 1315 |
| variedcommodities:magic.charge                         | 1319 |
| variedcommodities:magic.shot                           | 1318 |
| variedcommodities:misc.swosh                           | 1320 |
+--------------------------------------------------------+------+
| Registry name                                          |   ID |
+--------------------------------------------------------+------+
