+------------------------------------+-------------------------------------------------+----------+---------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                                | NBT                                                                                                                                         |
| frozenBlock                        | iceandfire:frozen_grass                         |        0 | Frozen Grass                                |                                                                                                                                             |
| frozenBlock                        | iceandfire:frozen_grass_path                    |        0 | Frozen Grass Path                           |                                                                                                                                             |
| frozenBlock                        | iceandfire:frozen_gravel                        |        0 | Frozen Gravel                               |                                                                                                                                             |
| frozenBlock                        | iceandfire:frozen_stone                         |        0 | Frozen Stone                                |                                                                                                                                             |
| furArctic                          | twilightforest:arctic_fur                       |        0 | Arctic Fur                                  |                                                                                                                                             |
| gemAmber                           | cyclicmagic:crystallized_amber                  |        0 | Crystallized Amber                          |                                                                                                                                             |
| gemAmber                           | thaumcraft:amber                                |        0 | Amber                                       |                                                                                                                                             |
| gemAmethyst                        | variedcommodities:gem_amethyst                  |        0 | Amethyst                                    |                                                                                                                                             |
| gemBlackDiamond                    | earthenbounty:black_diamond_item                |        0 | Black Diamond                               |                                                                                                                                             |
| gemDiamond                         | minecraft:diamond                               |        0 | Diamond                                     |                                                                                                                                             |
| gemEmerald                         | minecraft:emerald                               |        0 | Emerald                                     |                                                                                                                                             |
| gemGlowing                         | xat:glowing_gem                                 |        0 | Glowing Gem                                 |                                                                                                                                             |
| gemHephaestite                     | defiledlands:hephaestite                        |        0 | Hephaestite Shard                           |                                                                                                                                             |
| gemLapis                           | minecraft:dye                                   |        4 | Lapis Lazuli                                |                                                                                                                                             |
| gemObsidian                        | cyclicmagic:crystallized_obsidian               |        0 | Crystallized Obsidian                       |                                                                                                                                             |
| gemPrismarine                      | minecraft:prismarine_shard                      |        0 | Prismarine Shard                            |                                                                                                                                             |
| gemQuartz                          | minecraft:quartz                                |        0 | Nether Quartz                               |                                                                                                                                             |
| gemRemorseful                      | defiledlands:remorseful_gem                     |        0 | Remorseful Gem                              |                                                                                                                                             |
| gemRuby                            | variedcommodities:gem_ruby                      |        0 | Ruby                                        |                                                                                                                                             |
| gemSaphire                         | variedcommodities:gem_sapphire                  |        0 | Sapphire                                    |                                                                                                                                             |
| gemSapphire                        | iceandfire:sapphire_gem                         |        0 | Sapphire                                    |                                                                                                                                             |
| gemScarlite                        | defiledlands:scarlite                           |        0 | Scarlite                                    |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        0 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        1 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        2 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        3 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        4 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        5 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        6 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        7 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        8 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |        9 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       10 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       11 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       12 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       13 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       14 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone                                |       15 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        0 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        1 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        2 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        3 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        4 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        5 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        6 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        7 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        8 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |        9 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       10 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       11 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       12 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       13 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       14 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone1                               |       15 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | chisel:glowstone2                               |        0 | Glowstone                                   |                                                                                                                                             |
| glowstone                          | minecraft:glowstone                             |        0 | Glowstone                                   |                                                                                                                                             |
| grass                              | minecraft:grass                                 |        0 | Grass Block                                 |                                                                                                                                             |
| gravel                             | minecraft:gravel                                |        0 | Gravel                                      |                                                                                                                                             |
| gravelDefiled                      | defiledlands:gravel_defiled                     |        0 | Defiled Gravel                              |                                                                                                                                             |
| gunpowder                          | minecraft:gunpowder                             |        0 | Gunpowder                                   |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        0 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        1 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        2 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        3 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        4 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        5 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        6 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        7 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        8 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |        9 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       10 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       11 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       12 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       13 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       14 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay                             |       15 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        0 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        1 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        2 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        3 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        4 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        5 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        6 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        7 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        8 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay1                            |        9 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        0 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        1 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        2 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        3 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        4 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        5 | Terracotta                                  |                                                                                                                                             |
| hardenedClay                       | chisel:hardenedclay2                            |        6 | Terracotta                                  |                                                                                                                                             |
| helmet                             | minecraft:chainmail_helmet                      |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| helmet                             | minecraft:diamond_helmet                        |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| helmet                             | minecraft:golden_helmet                         |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| helmet                             | minecraft:iron_helmet                           |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| helmet                             | minecraft:leather_helmet                        |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| hookPudge                          | adhooks:pudge_hook                              |        0 | Pudge Hook                                  |                                                                                                                                             |
| hookSpear                          | adhooks:spear_hook                              |        0 | Spear Hook                                  |                                                                                                                                             |
| hookWeb                            | adhooks:web_hook                                |        0 | Web Hook                                    |                                                                                                                                             |
| ice                                | chisel:ice                                      |        0 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        1 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        2 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        3 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        4 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        5 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        6 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        7 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        8 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |        9 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       10 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       11 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       12 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       13 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       14 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice                                      |       15 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        0 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        1 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        2 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        3 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        4 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        5 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        6 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        7 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        8 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |        9 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       10 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       11 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       12 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       13 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       14 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice1                                     |       15 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:ice2                                     |        0 | Ice                                         |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        0 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        1 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        2 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        3 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        4 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        5 | Ice Pillar                                  |                                                                                                                                             |
| ice                                | chisel:icepillar                                |        6 | Ice Pillar                                  |                                                                                                                                             |
| iceDragonScaleBlock                | iceandfire:dragonscale_blue                     |        0 | Block of Dragon Scales                      |                                                                                                                                             |
| iceDragonScaleBlock                | iceandfire:dragonscale_sapphire                 |        0 | Block of Dragon Scales                      |                                                                                                                                             |
| iceDragonScaleBlock                | iceandfire:dragonscale_silver                   |        0 | Block of Dragon Scales                      |                                                                                                                                             |
| iceDragonScaleBlock                | iceandfire:dragonscale_white                    |        0 | Block of Dragon Scales                      |                                                                                                                                             |
| ingotAlubrass                      | tconstruct:ingots                               |        5 | Aluminum Brass Ingot                        |                                                                                                                                             |
| ingotArdite                        | tconstruct:ingots                               |        1 | Ardite Ingot                                |                                                                                                                                             |
| ingotBrass                         | thaumcraft:ingot                                |        2 | Alchemical Brass Ingot                      |                                                                                                                                             |
| ingotBrick                         | minecraft:brick                                 |        0 | Brick                                       |                                                                                                                                             |
| ingotBrickNether                   | minecraft:netherbrick                           |        0 | Nether Brick                                |                                                                                                                                             |
| ingotBrickSeared                   | tconstruct:materials                            |        0 | Seared Brick                                |                                                                                                                                             |
| ingotBronze                        | earthenbounty:bronze_ingot                      |        0 | Bronze Ingot                                |                                                                                                                                             |
| ingotBronze                        | variedcommodities:ingot_bronze                  |        0 | Bronze Ingot                                |                                                                                                                                             |
| ingotCobalt                        | tconstruct:ingots                               |        0 | Cobalt Ingot                                |                                                                                                                                             |
| ingotDemonic                       | variedcommodities:ingot_demonic                 |        0 | Demonic Ingot                               |                                                                                                                                             |
| ingotDesertChitin                  | iceandfire:myrmex_desert_chitin                 |        0 | Desert Myrmex Chitin                        |                                                                                                                                             |
| ingotDragonbone                    | iceandfire:dragonbone                           |        0 | Dragon Bone                                 |                                                                                                                                             |
